Etapa,Termino,Notificacion,MacroEtapa
TRÁMITES,SE APERSONA - AUTORIZA,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,COPIAS CERTIFICADAS,,04. Emplazamiento sin sentencia
TRÁMITES,DEVOLUCION DE BILLETES,,04. Emplazamiento sin sentencia
TRÁMITES,VISTO ACLARATORIO,DILIGENCIADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,LLEGADA DE AUTOS,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA DAR VISTA,DILIGENCIADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACION,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,SE REMITE A  AUTO,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA PUBLICACION DE EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,NULIDAD DE EMPLAZAMIENTO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO CEF,,04. Emplazamiento sin sentencia
TRÁMITES,"SE TIENE POR NO PRESENTADO, SEÑALA DOMICILIO",,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO IRC,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO CONTROL VEHICULAR,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO AGENCIA ESTATAL,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA PUBLICACIONES DE EDICTO,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA PERIODICO,,04. Emplazamiento sin sentencia
TRÁMITES,SE SEÑALA DOMICILIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,GIRE OFICIOS,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACION,,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA PERSONALIDAD,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE REMITE A RESOLUCIÓN DIVERSA,,04. Emplazamiento sin sentencia
TRÁMITES,CAMBIO DE TITULAR/ INSISTE EN DOMICILIO/ HABILITA HORAS,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,"CONTESTA OFICIO, SE DA VISTA",,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA ACUSE Y ESCRITURA/DESIGNA PERITO,,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA PERSONA,,04. Emplazamiento sin sentencia
TRÁMITES,SE DESISTE DE INCIDENTE,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/SE RESERVA,,04. Emplazamiento sin sentencia
TRÁMITES,DESIGNA PERITO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA ACUSE Y CERTIFICADO/DESIGNA PERITO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICO,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIOS DE BÚSQUEDA,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA PUBLICACIONES BOLETÍN,,04. Emplazamiento sin sentencia
TRÁMITES,ACEPTA CARGO,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTOS,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTOS DIVERSOS,,04. Emplazamiento sin sentencia
TRÁMITES,PREVENCIÓN / CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,CUMPLE PARCIALMENTE,,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA. DEVOLUCION,,04. Emplazamiento sin sentencia
TRÁMITES,SE CONSTITUYA DE NUEVA CUENTA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. ACLARA DOMICILIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,HABILITA HORAS.,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO IRC. ORDENA DAR VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA EDICTOS (ABC). DESECHA.,,04. Emplazamiento sin sentencia
TRÁMITES,ACLARA  AUTO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REGULARIZA PROCEDIMIENTO,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (AGUA Y DRENAJE) SE DA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZACIONES / DESECHA,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. REVOCA ABOGADOS,,04. Emplazamiento sin sentencia
TRÁMITES,SE REMITE A AUTO,,04. Emplazamiento sin sentencia
TRÁMITES,SE REALIZAN GESTIONES,,04. Emplazamiento sin sentencia
TRÁMITES,"ACREDITA PERSONALIDAD, REVOCA Y AUTORIZA",,04. Emplazamiento sin sentencia
TRÁMITES,DEVOLUCION DE DOCUMENTOS/ DESECHA,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO AEI,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO IMSS/ DA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA IRC/ DA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO INE/ DA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,AMPLIA OFICIOS DE BÚSQUEDA,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,SENTIDO NEGATIVO CODEMANDADO,,04. Emplazamiento sin sentencia
TRÁMITES,REGULARIZA / DEJA SIN EFECTO EMPLAZAMIENTO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA PERSONALIDAD.,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO PARA EMPLAZAR,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA ACTUALIZACIÓN,,04. Emplazamiento sin sentencia
TRÁMITES,INSISTE EN DOMICILIO,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO DIVERSO/AUTORIZA ABOGADO,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA / AUTORIACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE. AUTORIZA ABOGADOS.,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO DIVERSO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,AMPLIACIÓN DE DEMANDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REVOCA Y AUTORIZA TV,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/ AUTORIZA ABOGADO,,04. Emplazamiento sin sentencia
TRÁMITES,SE PREVIENE,,04. Emplazamiento sin sentencia
TRÁMITES,ACREDTIA PERSONALIDAD,,04. Emplazamiento sin sentencia
TRÁMITES,ACRESITA PERSONALIDAD Y REVOCA Y AUTORIZA,,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA PERSONALIDAD Y AUTORIZA,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICO (AYD),,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO / CAMBIO DE TITULAR,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,INSISTE DOMICILIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO/ DA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,OFICIO A SU DISPOSICIÓN,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA EMPLAZAR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,HABILITA HORARIO,,04. Emplazamiento sin sentencia
TRÁMITES,REGULARIZA PROCEDIMIENTO\ORDENA EMPLAZAR,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA EMPLAZAMIENTO POR EDICTOS/AUTORIZA TV,,04. Emplazamiento sin sentencia
TRÁMITES,OTRO,,04. Emplazamiento sin sentencia
TRÁMITES,ACLARA DOMICILIO. DESECHA,,04. Emplazamiento sin sentencia
TRÁMITES,SE ACLARA NOMBRE,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE INSTRUYE / NOTIFICA CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,SE ORDENA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/ADMITE INCIDENTE,,04. Emplazamiento sin sentencia
TRÁMITES,CONSTANCIA DE PUBLICACION DE EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,HABILITACIÓN DE HORAS,,04. Emplazamiento sin sentencia
TRÁMITES,PROPORCIONA CORREOS,,04. Emplazamiento sin sentencia
TRÁMITES,PREVIENE DESIGNE REPRESENTANTE COMÚN,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA CERTIFICADO EN IMAGEN DIGITAL,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIO AL ARCHIVO,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. REVOCA ABOGADO,,04. Emplazamiento sin sentencia
TRÁMITES,RECONOCE PERSONALIDAD.ALLEGA ACUSE DE OFICIO,,04. Emplazamiento sin sentencia
TRÁMITES,PREVENCIÓN (ORDENA RATIFICAR),,04. Emplazamiento sin sentencia
TRÁMITES,NOTIFICA CAMBIO DE TITULAR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACIÓN,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA APODERADA/ORDENA NOTIFICAR CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA / REMITE,,04. Emplazamiento sin sentencia
TRÁMITES,EXPEDIENTE A DISPOSICIÓN/ DEVOLUCION DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRÁMITES,EXPEDIENTER ASU DISPOSICION,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONA. ORDENA NOT CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE LAS ACTUCACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,EDICTOS A SU DISPOSICION,,04. Emplazamiento sin sentencia
TRÁMITES,CONSTITUYASE ACTUARIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA/ AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRÁMITES,CAUSA EJECUTORIA,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,APERSONAMIENTO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,DECLARA NULA/SE CONSTITUYA ACTUARIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/SE AUTORIZA/T.V.,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA APODERADA/ORDENA NOTIFICAR POR CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,RESERVA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,DEVOLUCION DE DOCUMENTO,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONA/CAUSA EJECUTORIA,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE A AUTO DIVERSO,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE/DEVOLUCION DE DOCUMENTOS/TV,,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA VIGENCIA DE PODER,,04. Emplazamiento sin sentencia
TRÁMITES,SUSPENDE DICTADO DE SENTENCIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO / AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRÁMITES,COMUNICA,,04. Emplazamiento sin sentencia
TRÁMITES,FOLIO A DISPOSICIÓN,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA / AUTORIZA ABOGADO Y TV,,04. Emplazamiento sin sentencia
TRÁMITES,ACLARA AUTO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONSTANCIA DE PUBLICACION DE EDICTO,,04. Emplazamiento sin sentencia
TRÁMITES,DESISTIMIENTO DE INCIDENTE,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONAN,,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA PERSONALIDAD Y AUTOIZA,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONA/SEÑALA DOMICILIO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO- REVOCA- AUTORIZA TV,,04. Emplazamiento sin sentencia
TRÁMITES,DEJA SIN EFECTOS EMPLAZAMIENTO,,04. Emplazamiento sin sentencia
TRÁMITES,SE DEJA SIN EFECTOS,,04. Emplazamiento sin sentencia
TRÁMITES,DICTA PROVEIDO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA VIGENCIA DE MANDATO,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA PLIEGO/ORDENA NOTIFICACIÓN POR TABLA,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA APODERADA/AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRÁMITES,SE HACE DE DU CONCOIMIENTO,,04. Emplazamiento sin sentencia
TRÁMITES,CAUSA EJECUTORIA - PREVENCION,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,APERSONA / AUTORIZACIONES / NO HA LUGAR,,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA ABOGADO Y TV.,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. DEVOLUCION DE PODER. ORDENA DAR VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. FIJA FECHA,,04. Emplazamiento sin sentencia
TRÁMITES,A SU DISPOSICIÓN,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. INNECESARIO,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. CAUSA EJECUTORIA,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO PARA EMPLAZAR - ORDENA OFICIO RECORDATORIO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA BUSQUEDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,EDICTOS PERIODICO OFICIAL,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA DOS EDICTOS MILENIO.,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA UN EDICTO MILENIO.,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/ORDENA EMPLAZAMIENTO POR EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA. HABILITA DIAS Y HORAS,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE TIENE POR NOTIFICADO / ORDENA NOTIFICAR,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,DESAHOGA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,CUMPLE PREVENCION / ADMITE DEMANDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO SAT,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA ACUSE DE OFICIO DIGITALIZADO,,04. Emplazamiento sin sentencia
TRÁMITES,INSISTE DOMICILIO,,04. Emplazamiento sin sentencia
TRÁMITES,SE DA POR NOTIFICADO,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (NATURGY),,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICAR POR TABLA,,04. Emplazamiento sin sentencia
TRÁMITES,SE DA VISTA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONSTITUYASE NUEVAMENTE ACTUARIO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACIÓN POR ESTRADOS,,04. Emplazamiento sin sentencia
TRÁMITES,PRDENA OFICIOS,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE PETICIONES- REVOCA- AUTORIZACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA EDICTOS (ABC),,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (ICV) ORDENA DAR VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. DESECHA.,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA CORRER TRASLADO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,REMITE SENTENCIA,,04. Emplazamiento sin sentencia
TRÁMITES,DESAHOGA VISTA/ SEÑALA DOMICILIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE DESISTE,,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. DESECHA. ORDENA DAR VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE DIVERSO AUTO,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACION / DESECHA HORAS INHABILES,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. ALLEGA EDICTOS (PERIODICO OFICIAL),,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA EDICTOS EMPLAZAMIENTO (PERIODICO ABC),,04. Emplazamiento sin sentencia
TRÁMITES,BOLETIN ALLEGA EDICTOS,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. PREVENCION,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSON,,04. Emplazamiento sin sentencia
TRÁMITES,ALLEGA TRASLADOS / CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO PARA EMPLZAMIENTO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACIONES POR TABLA DE AVISOS,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA NOTIFICACION,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA RATIFICAR . ORDENA NOT CAMBIO DE TITULAR,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,POR NOTIFICADO/ORDENA NOTIFICACION,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/ AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE A LAS ACTUACIONES,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. ACUERDA PETICIONES. AUTORIZA TV,,04. Emplazamiento sin sentencia
TRÁMITES,HABILITA HORAS Y DÍAS,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONSTITUYA ACTUARIO PARA EMPLAZAR,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REMITE A AUTO DIVERSO. DEVOLCUION DE DOCUMENTO.,,04. Emplazamiento sin sentencia
TRÁMITES,INICIA EJECUCION DE SENTENCIA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,PROPORCIONA CORREO,,04. Emplazamiento sin sentencia
TRÁMITES,AMPLIA DEMANDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO DIVERSO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,EXPEDIENTE A SU DISPOSICION/ REMITE A AUTO,,04. Emplazamiento sin sentencia
TRÁMITES,DICTA PROVEÍDO. ORDENA NOT CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA VIGENCIA,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,HACE MANIFESTACIONES. ORDENA DAR VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,DOMICILIO PARA EMPLAZAR,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE RESERVA/AUTORIZA ABOGADOS Y TV,,04. Emplazamiento sin sentencia
TRÁMITES,PUBLICACION DE EDICTO,,04. Emplazamiento sin sentencia
TRÁMITES,REVOCA TV,,04. Emplazamiento sin sentencia
TRÁMITES,COMPARECE INFONAVIT,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE  AUTO DIVERSO/ DEVOLUCIÓN DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRÁMITES,EDICTOS (BOLETÍN JUDICIAL),,04. Emplazamiento sin sentencia
TRÁMITES,OFICIO RECORDATORIO (CFE),,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (AYD)/ ORDENA DAR VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA GIRAR OFICIOS,,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA. ORDENA DAR VISTA.,,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA - ORDENA OFICIO,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONAMIENTO / DEVOLUCION DE DOCUMENTO,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA/GIRE OFICIO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,CUMPLE PREVENCIÓN/ADMITE DEMANDA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE TIENE POR NOTIFICADO / ORDENA NOTIFICACION,,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA ABOGADOS. REMITE ACCESO,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO CFE. ORDENA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA OFICIO RECORDATORIO. NO HA LUGAR,,04. Emplazamiento sin sentencia
TRÁMITES,A SU DISPOSICIÓN- REMITE- AUTORIZA ABOGADOS,,04. Emplazamiento sin sentencia
TRÁMITES,FIJA FECHA,,04. Emplazamiento sin sentencia
TRÁMITES,ACREDITA PERSONALIDAD Y DEVOLUCION DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRÁMITES,HABILITA HORAS,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA DOMICILIO. PREVENCION,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (AGUA Y DRENAJE). SE DA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA / INSTRUYE,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA DEVOLUCION/AUTORIZA ABOGADO,,04. Emplazamiento sin sentencia
TRÁMITES,SE AGREGA,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO / NOTIFICA CAMBIO DE TITULAR,,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO AYD / ORDENA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,RONDE INFORME,,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA/ AUTORIZA,,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA ABOGADOS Y T.V.,,04. Emplazamiento sin sentencia
TRÁMITES,APERSONAMIENTO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE HABILITAN HORAS,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA TABLA DE AVISOS,,04. Emplazamiento sin sentencia
TRÁMITES,PREVENCIÓN,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA AUTO (GAS),,04. Emplazamiento sin sentencia
TRÁMITES,REMITE SE APERSONA. DEVOLUCION. ORDENA OFICIO.,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,RECONOCE PERSONALIDAD/DESAHOGA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,GIRE OFICIO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,DESECHA. DEVOLUCION DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRÁMITES,ORDENA EMPLAZAR POR EDICTOS.,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE- CONSTITUYA ACTUARIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA. DESECHA,,04. Emplazamiento sin sentencia
TRÁMITES,SE CONSTITITUYA DE NUEVO. HABILITA HORAS.,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO GAS.,,04. Emplazamiento sin sentencia
TRÁMITES,SEÑALA NUEVO DOMICILIO PARA EMPLAZAMIENTO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,ODENA OFICIOS,,04. Emplazamiento sin sentencia
TRÁMITES,OFICIO A SU DISPOSICIÓN,,04. Emplazamiento sin sentencia
TRÁMITES,SE APERSONA- ORDENA ACTUALIZAR CERTIFICADO,SOLICITADA,04. Emplazamiento sin sentencia
TRÁMITES,CONTESTA OFICIO (AYD) DA VISTA,,04. Emplazamiento sin sentencia
TRÁMITES,REMITE AUTO DIVERSO/ DEVOLUCION DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRÁMITES,AUTORIZA ABOGADOS - DEVOLUCION DE ABOGADOS,,04. Emplazamiento sin sentencia
TRÁMITES,CAUSA EJECUTORIA. DESECHA,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRÁMITES,AUTO ACLARATORIO,,04. Emplazamiento sin sentencia
TRAMITES,AGREGA SOBRE CERRADO,,04. Emplazamiento sin sentencia
TRAMITES,SE ORDENAN OFICIOS DE BUSQUEDA,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA DOMICILIO,SOLICITADA,04. Emplazamiento sin sentencia
TRAMITES,AGREGA A LOS AUTOS,,04. Emplazamiento sin sentencia
TRAMITES,AGREGA  A  LOS AUTOS/ ORDENA VISTA,,04. Emplazamiento sin sentencia
TRAMITES,REMITE AUTO DIVERSO,,04. Emplazamiento sin sentencia
TRAMITES,ACLARA DOMICILIO/ ORDENA OFICIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCIÓN/ ORDENA OFICIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,ORDENA OFICIOS DE BÚSQUEDA/ PREVENCIÓN,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA DOMICILIO,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,CUMPLE PREVENCIÓN-SE ADMITE,NO NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,DEVOLUCION DE DOCUMENTOS,,04. Emplazamiento sin sentencia
TRAMITES,SE RESERVA,,04. Emplazamiento sin sentencia
TRAMITES,SEÑALA DOMICILIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,SE APERSONA,,04. Emplazamiento sin sentencia
TRAMITES,ARCHIVO,,04. Emplazamiento sin sentencia
TRAMITES,CONTESTA OFICIO (IRC),,04. Emplazamiento sin sentencia
TRAMITES,ORDENA NOTIFICACION,,04. Emplazamiento sin sentencia
TRAMITES,HABILITA HORARIO,NOTIFICADA/TERMINADA,04. Emplazamiento sin sentencia
TRAMITES,HABILITA HORARIO PARA EMPLAZAR.,,04. Emplazamiento sin sentencia
